Hugo_Symbol	Entrez_Gene_Id	GTEX-WYVS-1726-SM-3NMAY	GTEX-ZPIC-1126-SM-5BC7F	GTEX-ZC5H-2626-SM-5J2MG	GTEX-W5X1-2326-SM-3GIL6	GTEX-S341-1526-SM-4AD6K	GTEX-T6MO-0326-SM-32QOK	GTEX-Y5LM-1726-SM-4VDSX	GTEX-ZV6S-1826-SM-5NQ8D	GTEX-SE5C-2126-SM-4BRUJ	GTEX-S4UY-0726-SM-4AD6X	GTEX-12WSK-2226-SM-5GCO5	GTEX-ZYWO-2326-SM-5GZY4	GTEX-TMMY-0726-SM-33HBE	GTEX-14AS3-1626-SM-5S2OY	GTEX-YB5K-1626-SM-5IFIN	GTEX-145ME-1526-SM-5Q5F2	GTEX-WI4N-1426-SM-3LK7H	GTEX-XV7Q-2326-SM-4BRVZ	GTEX-TML8-1226-SM-32QON
KDELC2	143888	555.41	629.35	318.57	1651	748.61	493.56	633.73	232.94	620.67	289.02	1015.93	497	1111.82	224.97	423.61	397.93	890.44	529.06	612.11
PDE6A	5145	0.77	1.28	0.8	0.52	0.46	0.22	0.47	0.8	5.06	2.27	2.07	0.82	1.71	1.13	3.59	3.29	2.84	2.32	0.22
TAT	6898	12244.81	108.9	1159.07	13.93	18178.19	493.56	293.07	5.45	144.01	1417.35	63	785.88	1191.69	2855.44	1487.87	2.05	13.22	16.27	199.85
MRPS18B	28973	1628.26	2133.97	2209.26	1397.83	1487.87	2609.3	2609.3	1561.89	2255.7	2400.97	1313.23	2367.9	1662.49	2367.9	2417.67	1397.83	1216.75	1745.2	2061.24
DCT	1638	51.71	24.81	16.03	18.84	31.67	18.97	17.77	2.46	9.13	8.78	4.13	4.7	6.31	31	12.09	28.45	6.62	6.84	56.28
OLFM2	93145	329.84	2682.69	426.57	79.45	341.51	412	139.07	733.19	2682.69	361.04	123.5	6935.54	223.41	297.17	6699.25	511	211.31	1008.9	253.23
ELP5	23587	796.86	1008.9	684.02	500.46	532.74	813.63	1295.13	902.89	1313.23	842.36	507.46	1066.48	551.56	3540.14	1457.23	483.38	387.02	693.58	647.07
MYADML2	255275	2.76	0.64	1.83	0	1.71	0.56	0	0.24	0.91	2.73	0.55	1.17	0	0.25	0	0	0	0.52	0
SFTPA1	653509	1.95	1.64	8.92	4.82	0.54	4.35	0.55	0	2.81	3.76	5.63	3.63	8.25	0	5.96	5.41	2.36	2.36	0.75
TIMM44	10469	493.56	323.03	403.5	267.73	638.15	371.22	981.29	466.88	518.15	748.61	514.56	759.08	579.04	490.14	620.67	248	679.29	389.72	490.14
C1orf174	339448	543.96	447.82	480.04	339.14	518.15	371.22	457.25	400.71	559.28	412	368.65	493.56	532.74	336.79	363.56	353.59	159.9	218.79	435.55
DAK	26007	1407.55	723.08	1572.76	507.46	1794.29	941.27	1044.52	400.71	693.58	1447.15	514.56	612.11	688.78	693.58	669.92	327.56	813.63	616.37	1127.35
N4BP2L2	10443	3716.2	1745.2	2351.53	2720.15	2485.67	2163.77	1674.06	1233.75	830.75	1745.2	1233.75	878.17	3146.52	961.07	1242.34	967.76	1378.57	830.75	3146.52
FCHO2	115548	447.82	417.77	429.54	866.07	353.59	603.67	483.38	414.87	165.57	432.53	595.34	363.56	836.53	180.02	232.94	426.57	384.34	244.57	583.07
TKTL2	84076	0.21	0	0.84	4.58	0	0.22	1.1	1.45	0	1.89	0	0.22	0	0	0	0.24	0.87	0.21	0.22
VMP1	81671	5479.15	1135.2	4152.18	2224.63	2255.7	1950	3901.01	1388.16	1991	2061.24	1208.34	2255.7	2400.97	2224.63	921.88	1216.75	3419.52	2645.74	2720.15
SLC17A8	246213	0	0	0	0	0	0	0.83	2.23	0	0	0	0	0.85	0	2.71	0.93	0	0	0
SCN8A	6334	50.27	17.51	26.28	51.35	20.11	18.84	8	2.25	6.67	13.12	0.71	2.61	21.01	5.96	6.11	2.43	11.55	2.16	25.72
SLC39A9	55334	1437.15	1427.22	1447.15	1388.16	1617	1030.12	1340.84	995	1216.75	1216.75	583.07	791.35	1023	356.05	1135.2	830.75	444.72	934.76	988.12
GAL3ST4	79690	346.29	164.42	246.28	182.55	231.32	131.51	138.1	102.25	162.14	94.01	119.26	129.69	139.07	351.14	74.06	32.13	113.56	85.82	269.6
PPP6R2	9701	785.88	334.46	753.83	279.14	1051.79	819.3	909.17	450.94	961.07	825	336.79	934.76	633.73	412	785.88	497	669.92	551.56	624.99
ZNF512	84450	1286.18	616.37	1135.2	1909.85	915.51	890.44	1183.45	289.02	559.28	909.17	353.59	466.88	1008.9	483.38	409.15	244.57	525.39	420.68	1529.73
HFE2	148738	1.85	0	0	2.76	0	0.97	0.68	0	0.04	1.85	0.84	1.5	0.48	1.71	0.88	3.69	0.4	1.23	1.51
KCNA10	3744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59	2.84
ZNF728	388523	41.22	22.92	3.23	48.52	4.58	8.32	0.46	16.39	5.19	31.22	5.5	11.73	10.63	7.51	18.7	11.82	18.03	9.13	68.07
PRR23C	389152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLEC	9761	1832.01	3168.41	1304.15	1832.01	1628.26	2537.92	1259.69	2209.26	2664.15	2537.92	967.76	1963.57	1447.15	1051.79	3690.52	3665.02	1183.45	3235.01	2591.27
B3GNTL1	146712	180.02	114.36	134.3	74.58	190.34	85.82	128.79	68.07	121.79	115.97	39.22	82.87	68.07	90.77	91.41	60.39	98.04	93.35	228.13
FZD10	11211	27.64	6.84	98.73	39.5	47.17	39.79	15.11	11.3	40.07	55.1	104.42	12	32.59	57.08	6.84	0	63.89	5.73	41.52
SPAG6	9576	142.01	1.23	4.98	3.11	5.92	3.76	9.06	0	0.65	123.5	4.98	0	6.21	20.26	0.8	0	2.61	2.92	0
C12orf56	115749	0	0	1.13	21.16	10.31	0	2.78	0	0	0.46	12.83	4.03	5.06	13.03	0	3.17	0	7.63	0
RP11-434D12.1	0	9.56	0	8	0	116.78	0	151.22	0	65.26	218.79	23.25	40.64	0	27.84	70.51	0	10.16	156.59	0
GABARAPL2	11345	3235.01	3768.09	3639.7	6699.25	3103.19	3103.19	5479.15	2956.17	2303.12	2384.37	3955.48	3901.01	3515.68	13033.07	2520.38	3982.99	4639.29	3257.52	4298.64
OR6C68	403284	0	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM210A	125228	234.57	166.73	318.57	406.31	100.13	150.17	241.19	220.32	209.84	111.21	167.9	183.82	147.06	199.85	234.57	180.02	486.75	158.79	151.22
OLFM3	118427	0	0	5.19	0	0	3.26	0	0	0	0	0	0	0.42	0	0	0	0	0	0.45
AGPAT5	55326	229.72	156.59	500.46	301.33	303.44	358.54	503.95	142.01	293.07	215.77	189.02	314.17	307.69	325.29	96.01	80.01	429.54	507.46	351.14
SSH1	54434	214.27	212.78	343.89	403.5	244.57	289.02	162.14	273.37	277.2	258.57	295.11	180.02	265.87	102.25	181.28	194.36	624.99	271.48	339.14
MAN2B2	23324	473.41	819.3	507.46	579.04	890.44	417.77	583.07	514.56	341.51	493.56	356.05	480.04	813.63	218.79	400.71	325.29	713.11	429.54	802.41
UCKL1	54963	748.61	265.87	1037.29	334.46	909.17	575.03	412	343.89	497	620.67	346.29	698.41	387.02	463.65	473.41	264.03	540.19	511	503.95
RAB2A	5862	1963.57	5183.54	2119.22	2664.15	1991	3235.01	2976.74	3742.05	4066.71	2319.15	3146.52	2915.45	2287.2	3443.31	5594.3	7589.61	2485.67	3589.58	2997.45
IL17RD	54756	775.05	255	954.43	529.06	420.68	384.34	267.73	111.21	214.27	303.44	226.54	167.9	417.77	275.28	190.34	17.77	332.14	85.22	476.71
TANC2	26115	309.83	80.01	285.03	138.1	457.25	209.84	36.79	150.17	80.01	90.77	59.97	65.72	94.01	44.89	258.57	93.35	447.82	64.34	163.28
SULT1A2	6799	36.01	6.06	76.17	21.94	29.91	19.68	223.41	18.43	36.01	1.45	13.32	12.83	27.44	86.43	69.03	45.85	39.22	46.84	13.62
SPRR2F	6705	3.44	0	0	0	4.62	0	0	16.75	5.36	7.94	0	22.43	0	0	7	4.1	4.03	0	0
METRNL	284207	229.72	1159.07	368.65	303.44	1268.46	159.9	514.56	1540.37	389.72	242.88	2303.12	860.08	438.59	830.75	277.2	351.14	3212.66	1508.65	438.59
CDH15	1013	1.46	0.06	2.94	0.59	0.24	0.02	0.83	0	0.95	0.35	0.58	2.97	0.85	1.55	0.08	0	0.93	2.48	3.03
SFTA2	389376	0	0	10	0	6.26	13.42	18.7	0	17.51	7.11	6.11	26.28	0	12.18	0	11.73	10.88	0	0
CBFA2T2	9139	379.04	145.02	297.17	297.17	297.17	191.67	182.55	132.44	171.45	242.88	155.5	155.5	244.57	117.6	142.01	113.56	177.53	136.19	287.01
ZCCHC18	644353	13.93	18.56	18.7	232.94	90.14	11.13	21.78	12.45	6.36	19.82	21.78	20.56	55.89	19.25	5.5	12.93	18.84	15.11	16.39
FAM180B	399888	18.43	79.45	16.75	59.55	139.07	5.36	12.83	109.66	0	51.71	743.43	38.12	47.17	15.56	3.23	27.84	13.62	36.27	72.01
ZNF625-ZNF20	0	111.99	53.19	132.44	144.01	100.13	62.12	60.82	41.52	70.51	39.79	53.57	35.25	61.25	35	29.7	46.84	44.89	48.87	103.69
USPL1	10208	417.77	366.09	237.86	703.28	454.09	525.39	450.94	212.78	312	503.95	232.94	262.2	607.87	96.01	341.51	332.14	248	283.05	514.56
HLA-DPA1	3113	11345.82	4095	26986.43	19618.49	3124.78	2591.27	2193.99	4972.34	2537.92	15499.21	10659.59	3060.45	3124.78	14065.74	3060.45	4239.45	4937.99	8022.41	30151.71
LL22NC03-75H12.2	0	9.93	2.89	0	0	204.07	7	0	0	0	0	0	6.84	5.82	0	0	5.68	0	0.8	0
FAM209A	200232	5.19	2.25	4.86	4.21	5.77	11.55	13.62	17.77	6.11	9.63	6.16	1.14	21.16	6.26	0.29	6.06	1.36	2.29	1.81
CTNND2	1501	58.71	4.74	571.05	24.63	132.44	26.67	6.52	5.54	19.11	204.07	7.57	12.83	13.62	92.05	18.84	8.38	32.13	8.19	45.21
PRKCZ	5590	301.33	128.79	343.89	187.71	285.03	223.41	244.57	50.27	187.71	201.25	146.03	145.02	191.67	316.37	103.69	37.59	214.27	68.55	212.78
GNG5	2787	1819.35	3716.2	2384.37	2645.74	2573.36	2485.67	3928.15	3303	4388.98	2835.7	4181.07	5329.3	1857.6	11112.3	3325.99	4419.52	2451.44	3716.2	2133.97
HTR5A	3361	0	0	0	0	0	1.36	0	0	0	0	0	0	0.14	0	0	0	0	0	0
FRAT2	23401	199.85	132.44	325.29	111.99	209.84	269.6	258.57	173.85	193.01	253.23	159.9	163.28	237.86	137.14	176.29	153.34	128.79	126.12	100.83
ATRNL1	26033	23.42	9.2	112.77	19.97	8.71	12	13.42	29.91	9.2	33.3	48.52	7.94	63.45	12.64	0.91	0	11.38	16.15	3.59
TSHR	7253	22.1	5.11	32.36	12.64	38.95	4.5	8.99	1.33	1.45	17.9	1.62	3.29	15.22	23.59	28.04	14.03	7.11	27.25	16.63
UPP2	151531	5.63	2.63	4.58	1.45	3.2	2.43	3.53	1.1	3.47	1.87	0	0	2.68	3.69	2.34	0.45	1.81	1.71	4.94
ANKRD36	375248	329.84	103.69	171.45	277.2	211.31	120.94	142.01	55.89	49.21	133.36	159.9	66.18	206.94	47.17	90.14	37.32	132.44	78.34	170.25
C1orf86	199990	361.04	454.09	547.75	84.63	808	371.22	1225.22	325.29	791.35	612.11	738.29	1407.55	242.88	3690.52	642.59	195.72	825	866.07	307.69
THPO	7066	2.23	10.08	7.57	11.13	61.25	2.84	126.12	8.92	17.64	19.53	27.05	9.06	24.63	9.13	10.24	7.17	84.63	105.15	18.97
AL357673.1	0	95.34	84.04	78.89	153.34	93.35	59.97	136.19	60.82	57.08	78.89	46.5	55.1	72.01	27.64	56.28	43.63	54.33	72.01	99.43
CLVS2	134829	0	0.17	1.38	4.35	0	0.45	0.72	0	0.15	0.16	2.97	0	0.13	0.77	0	0	1.43	0	1.73
VN1R4	317703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83	0	0	0	0
C11orf91	100131378	0.04	2.84	3.76	0.19	2.23	0	6.84	2.86	2.46	0	1.81	9.06	3.79	0	0.96	0.61	4.98	2.68	7.51
KRT71	112802	0.39	0.74	0.16	0	0.39	0	0.15	0.41	0.95	0.45	0.66	1.14	0.65	0	2.58	0	2.12	0	0
C9orf153	389766	2.12	12.09	0	0	0	1.23	5.23	7.06	3.5	0.93	0.88	1.53	3.32	0	2.07	1.95	4.06	3.32	2.81
LCE3D	84648	0	0	0	0	0	0	0	0	1.55	0	0	2.61	0	0	0	9.85	0	1.16	0
ENO2	2026	356.05	202.66	371.22	819.3	567.1	159.9	532.74	136.19	221.86	258.57	412	220.32	536.45	185.11	35.5	19.97	1896.65	248	470.14
HOXD9	3235	159.9	45.53	144.01	88.88	100.13	115.97	205.5	36.53	176.29	70.51	62.12	373.81	102.97	139.07	81.14	13.42	158.79	65.72	118.43
EPHB6	2051	327.56	226.54	514.56	98.73	255	221.86	454.09	157.68	115.16	267.73	246.28	55.89	525.39	603.67	363.56	18.43	98.04	53.95	688.78
PAX4	5078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0
ATXN7L1	222255	191.67	110.43	256.78	161.02	185.11	119.26	84.04	137.14	108.9	131.51	80.57	123.5	139.07	115.97	99.43	105.15	154.42	96.68	132.44
THBS3	7059	1088.92	231.32	813.63	521.76	872.1	629.35	563.18	339.14	497	575.03	518.15	409.15	493.56	242.88	295.11	239.52	703.28	228.13	651.58
RB1CC1	9821	651.58	738.29	397.93	1135.2	507.46	547.75	915.51	1119.56	341.51	753.83	1857.6	540.19	1794.29	199.85	529.06	830.75	599.49	297.17	813.63
TMEM87A	25963	3768.09	1359.57	4123.49	2777.33	2720.15	3190.46	2224.63	1088.92	1561.89	2287.2	2004.85	1359.57	2915.45	2240.11	1151.06	1350.18	1304.15	928.3	1923.14
EHMT2	10919	1135.2	587.13	1369.04	813.63	1216.75	738.29	884.29	575.03	813.63	688.78	500.46	733.19	848.22	684.02	587.13	409.15	629.35	669.92	866.07
RBAK-RBAKDN	100533952	5.54	8.38	8.58	6.21	3.59	0	12.09	7.22	2.03	10.16	6.89	2.39	5.63	3	6.06	9.78	1.36	3.08	0
RP11-94B19.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAPBP	6892	1721.16	483.38	2209.26	860.08	1529.73	988.12	1674.06	688.78	1350.18	1044.52	819.3	813.63	1088.92	1331.57	540.19	872.1	1605.83	1551.09	1477.58
STMN1	3925	2796.65	1242.34	5366.37	6337.83	1572.76	769.69	1259.69	2758.13	1417.35	1697.45	3874.05	2682.69	2701.35	4210.15	1191.69	753.83	1088.92	2104.58	2609.3
C9orf40	55071	144.01	81.71	81.14	242.88	57.08	70.01	110.43	80.57	83.45	92.7	77.25	127.89	85.82	110.43	61.25	108.14	115.16	178.77	121.79
TP53TG3C	24150	41.52	11.21	13.42	35	35	20.11	2.68	2.76	13.93	9.78	0	11.91	3.26	47.17	4.9	0	3.92	12.09	7.69
TANC1	85461	532.74	183.82	336.79	928.3	305.55	346.29	314.17	587.13	189.02	320.8	283.05	218.79	444.72	101.54	152.28	444.72	796.86	426.57	529.06
CD226	10666	22.92	14.03	43.32	260.38	33.06	37.59	6.26	2.68	1.2	43.63	4.54	23.42	65.26	12.93	8.71	3.41	22.59	24.81	70.01
KIF18A	81930	37.85	19.82	20.56	17.77	7	5.92	13.93	7.4	7.75	10.79	10.88	12.83	35.25	27.25	4.86	0	6.84	6.41	14.89
CCDC47	57003	1259.69	2537.92	2468.49	2520.38	1151.06	2047	2133.97	1936.53	2468.49	1388.16	1857.6	1733.13	2351.53	1487.87	3039.3	1963.57	1745.2	1427.22	1477.58
APP	351	19892.37	8479.89	53601.03	15499.21	13681.08	11424.74	21468.49	6935.54	11504.21	9088.59	19482.97	8598.28	17197.56	18431.96	7485.11	4450.27	14971.21	8901.53	13681.08
TNFAIP8	25816	351.14	1594.73	503.95	629.35	309.83	1733.13	480.04	866.07	842.36	1697.45	397.93	896.64	981.29	353.59	1674.06	3372.43	518.15	995	974.5
MAGED2	10916	14262.1	2555.58	7642.41	5954.47	14262.1	3103.19	3443.31	1733.13	2855.44	7130.55	2956.17	3349.13	4095	8778.97	3564.78	1551.09	3018.3	3372.43	8191
TUBGCP5	114791	293.07	236.21	206.94	368.65	299.25	420.68	224.97	166.73	145.02	316.37	195.72	406.31	285.03	95.34	190.34	145.02	187.71	141.02	351.14
PRSS46	100287362	4.54	0.32	4.98	2.29	14.24	3.14	1.81	0.97	1.3	6.31	0	3.35	3.82	3.47	0.83	0.29	4.82	0	5.19
C12orf29	91298	679.29	332.14	361.04	878.17	426.57	447.82	575.03	229.72	316.37	351.14	435.55	299.25	551.56	426.57	264.03	152.28	264.03	412	629.35
EXOC3L1	283849	39.79	48.18	67.59	48.52	43.94	36.79	26.28	23.42	112.77	81.71	26.67	68.07	10.47	91.41	134.3	77.79	65.72	141.02	89.51
IFIT2	3433	567.1	153.34	351.14	1242.34	275.28	92.7	80.57	74.06	51.71	127.89	87.03	77.79	115.97	151.22	89.51	101.54	50.63	115.16	463.65
MIA3	375056	1159.07	909.17	1225.22	1909.85	1540.37	934.76	928.3	1199.98	1529.73	967.76	713.11	638.15	1199.98	208.38	1487.87	872.1	748.61	1001.93	947.83
APITD1-CORT	100526739	16.88	17.9	20.86	10.31	17.13	3.26	31.9	7.57	11.91	1.62	8.25	0	11.04	12.55	15.56	14.67	5.23	12.83	20.86
ZNF341	84905	94.67	43.94	75.11	44.25	79.45	47.17	63.89	36.01	90.14	68.55	23.76	99.43	50.63	84.04	47.5	40.36	32.59	40.36	65.72
AC011298.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP22	23326	5329.3	1594.73	2351.53	1757.34	3491.39	2351.53	1857.6	1397.83	1388.16	2664.15	1639.59	1508.65	3716.2	866.07	1447.15	1331.57	1378.57	1427.22	2796.65
C18orf42	642597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87	0
OR2T3	343173	0	0	0	0	0	0	0	0	0	2.07	0	0	0	0	0	0	0	0	0
MCM6	4175	476.71	262.2	423.61	674.59	412	198.47	301.33	256.78	279.14	229.72	583.07	220.32	392.44	412	93.35	511	392.44	476.71	599.49
DIO1	1733	92.7	18.97	6.26	0	275.28	54.72	21.32	15.68	4.62	30.78	14.14	6.31	2.53	0	10.88	5.82	2.03	0	1.33
TMEM140	55281	665.29	764.36	607.87	1066.48	775.05	540.19	1081.39	921.88	327.56	836.53	1088.92	1551.09	872.1	624.99	450.94	1081.39	934.76	1896.65	954.43
ORC5	5001	518.15	325.29	438.59	620.67	373.81	255	511	176.29	189.02	234.57	305.55	305.55	351.14	358.54	214.27	273.37	295.11	209.84	450.94
TAF13	6884	981.29	1127.35	521.76	738.29	507.46	872.1	854.13	1111.82	967.76	780.44	825	1250.98	733.19	1277.29	1088.92	1417.35	629.35	981.29	1023
MUSK	4593	0.54	0	0.56	1.33	4.74	0	0.53	5.96	1.89	1.69	1.07	0.31	0.29	1.33	0	0	1.1	0	0
KAZN	23254	463.65	170.25	543.96	256.78	703.28	323.03	403.5	277.2	376.41	218.79	316.37	161.02	400.71	202.66	599.49	124.37	796.86	152.28	470.14
INSRR	3645	10.63	0.97	10.88	4.28	2.1	2.1	1.57	0.36	3.5	2.48	0.37	2.86	1.16	1.35	3.92	1.57	4.46	3.41	2.23
ERP44	23071	435.55	603.67	543.96	1183.45	435.55	503.95	599.49	529.06	555.41	414.87	514.56	507.46	638.15	802.41	575.03	603.67	651.58	521.76	679.29
C10orf91	170393	3.92	0	13.42	0	1.19	0.88	2.05	0	0	4.46	0	0	0.84	0.87	7.34	0	1.77	6.01	0
LCA5	167691	387.02	112.77	376.41	503.95	232.94	163.28	187.71	82.87	32.13	81.14	140.04	87.65	190.34	78.89	65.72	59.13	114.36	82.29	180.02
MICALL2	79778	361.04	127	301.33	83.45	246.28	177.53	231.32	83.45	279.14	162.14	63.89	158.79	172.65	185.11	76.71	50.27	265.87	94.01	246.28
NAA40	79829	346.29	177.53	351.14	201.25	381.68	299.25	147.06	153.34	293.07	260.38	136.19	189.02	312	157.68	201.25	123.5	229.72	202.66	248
OR1N2	138882	0	0	0	1.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOR	4014	1.08	0.09	0.83	0.04	0	0.26	3	0	2.32	0	1.36	2.29	0.56	0	0.57	0	1.46	0.74	0.39
BBIP1	92482	583.07	543.96	466.88	1508.65	616.37	595.34	785.88	514.56	460.44	669.92	547.75	314.17	872.1	1639.59	483.38	432.53	642.59	299.25	808
ZNF799	90576	187.71	111.99	267.73	303.44	180.02	104.42	102.97	59.97	51.71	127.89	85.82	113.56	186.4	129.69	54.33	78.89	55.1	63.89	162.14
AQPEP	0	15.68	480.04	11.82	63	19.11	339.14	92.05	255	228.13	242.88	147.06	208.38	141.02	53.95	371.22	260.38	154.42	339.14	287.01
LRRC30	339291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGDR2	11251	25.54	38.4	24.63	3.66	11.55	18.56	5.06	4.58	8.71	27.25	32.36	13.22	7.82	2.34	25.72	11.04	2.39	5.11	31.45
LGSN	51557	0	29.27	1.08	0	0	0	2.66	0	0	0	0	0	0	8.65	0	0	0	0	0
EIF2S1	1965	1199.98	2701.35	1709.26	1769.57	1119.56	1340.84	1561.89	2032.85	1991	2209.26	1950	2163.77	1111.82	3303	2224.63	2367.9	1208.34	2047	1583.71
ESPL1	9700	30.12	4.17	34.51	9.63	5.15	21.94	12.18	13.12	26.1	10	1.43	6.16	31	10	6.89	1.28	22.26	4.1	35.76
FXYD6-FXYD2	100533181	2.78	0	4.7	0	0	2.07	1.83	0	0	0	0	10.31	5.02	4.86	0	0	0	0	2.58
ALG10	84920	117.6	88.88	87.03	76.17	74.58	69.52	46.84	45.21	56.28	73.03	68.55	48.52	49.56	41.81	88.26	44.25	70.01	44.25	94.01
HLA-DPB1	3115	5711.87	1340.84	12943.04	8078.22	1250.98	1950	2209.26	3039.3	1313.23	4575.41	4639.29	1066.48	1950	6983.79	1417.35	1477.58	2351.53	6561.36	8901.53
LINC00632	286411	6.41	73.03	1.46	19.25	1.07	61.68	12.83	172.65	159.9	25.54	26.47	116.78	3.69	72.52	186.4	123.5	32.59	66.18	6.06
TRIP6	7205	3168.41	743.43	2148.82	271.48	2384.37	967.76	1322.37	620.67	1066.48	769.69	1051.79	591.22	571.05	1832.01	563.18	490.14	988.12	575.03	915.51
ARHGEF37	389337	988.12	231.32	679.29	483.38	1286.18	708.18	514.56	115.16	435.55	1001.93	387.02	161.02	599.49	525.39	229.72	97.36	226.54	120.94	511
PRKAG1	5571	988.12	2287.2	1225.22	2555.58	1397.83	1572.76	1477.58	1639.59	2537.92	2119.22	1508.65	2193.99	1923.14	915.51	2224.63	2047	1259.69	1617	2915.45
FGF2	2247	297.17	493.56	281.09	878.17	172.65	674.59	444.72	902.89	74.06	177.53	293.07	215.77	353.59	113.56	135.24	4181.07	500.46	842.36	1769.57
CTSO	1519	1225.22	902.89	1051.79	3257.52	1286.18	647.07	1199.98	612.11	450.94	638.15	1167.14	480.04	1225.22	693.58	409.15	507.46	836.53	616.37	1268.46
PFDN5	5204	22535.88	20170.07	25354.3	29736.59	21172.91	19348.38	28132.47	17681.08	16383	18950.18	26248.46	26800.01	29327.18	97288.74	14065.74	13968.57	16843.62	14663.09	20451.65
PRH1	5554	0	0	0	0	0	0	0	0	0	4.54	0	0	0	0	0	0	0	0	0
DMRTB1	63948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM28	10863	201.25	53.95	181.28	148.09	147.06	189.02	173.85	19.53	28.86	85.82	12.18	24.81	234.57	65.26	20.86	20.56	244.57	71	256.78
PRDM10	56980	114.36	49.56	89.51	161.02	117.6	83.45	94.01	66.18	63.89	75.11	64.8	96.68	120.1	69.52	57.08	78.89	80.01	55.49	85.22
UPRT	139596	327.56	341.51	301.33	470.14	267.73	301.33	297.17	242.88	189.02	236.21	246.28	237.86	392.44	242.88	218.79	229.72	156.59	279.14	273.37
NPY	4852	2.27	7.34	4.24	4.54	0	1.11	4.94	0	7.06	0	1.07	3.53	1.46	0	0	0	6.46	0	0.89
PRR7	80758	26.1	4.43	46.18	0.58	16.51	7.28	19.25	9.2	35.5	10.88	23.93	14.56	8.85	78.34	11.38	2.97	26.28	14.78	3.66
SMARCD3	6604	473.41	638.15	1674.06	967.76	583.07	507.46	1628.26	361.04	733.19	454.09	392.44	624.99	775.05	708.18	454.09	507.46	4239.45	551.56	1457.23
SPACA5B	389852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB17	645864	24.11	0	0	12.45	32.82	1.2	13.52	4.24	1.81	7.28	1.16	7.46	28.65	1.71	10.16	0.28	6.06	18.16	0
GCNT1	2650	185.11	463.65	896.64	460.44	450.94	195.72	239.52	62.56	718.08	102.25	29.48	126.12	271.48	92.7	112.77	13.93	106.63	85.82	186.4
XPO1	7514	2287.2	1519.15	1883.54	2119.22	1295.13	1427.22	1199.98	928.3	1378.57	1508.65	866.07	1151.06	1378.57	1073.91	1167.14	961.07	1388.16	1295.13	2997.45
OR52B1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EP400NL	347918	165.57	82.87	135.24	21.78	115.97	69.52	109.66	84.63	69.03	86.43	131.51	90.77	68.07	52.08	130.6	82.29	167.9	120.1	88.26
RANGRF	29098	728.11	406.31	651.58	493.56	1044.52	723.08	2240.11	642.59	878.17	503.95	802.41	1073.91	791.35	3928.15	836.53	438.59	559.28	698.41	665.29
TP53INP2	58476	265.87	197.09	127.89	483.38	131.51	299.25	334.46	780.44	351.14	285.03	995	417.77	285.03	155.5	567.1	500.46	351.14	406.31	309.83
TRMT61B	55006	511	348.71	429.54	718.08	289.02	358.54	397.93	271.48	368.65	236.21	258.57	277.2	336.79	656.11	289.02	231.32	195.72	348.71	432.53
CFHR2	3080	0	0	0	0	0	0	0	0	0	0	0	1.93	0	0	0	1.73	0	0	0
ARSI	340075	13.83	11.47	28.86	13.52	81.71	6.26	4.06	24.11	26.86	8.78	9.56	9.06	15.22	11.82	3.56	0	60.39	16.75	14.78
FOLR2	2350	909.17	1781.89	1030.12	813.63	1037.29	426.57	698.41	2090.03	285.03	423.61	1183.45	708.18	1639.59	1519.15	201.25	733.19	995	1037.29	1135.2
BMPER	168667	35.5	110.43	53.95	190.34	256.78	25.54	13.32	82.87	61.25	47.17	3.59	209.84	29.48	62.12	208.38	106.63	69.52	97.36	90.14
RIMBP3B	440804	0	0	0	0	1.36	0	0.83	2.05	0	2.94	0	0	0	0	0.42	0	0	1.39	3.44
BCORL1	63035	283.05	158.79	291.04	181.28	208.38	133.36	57.49	155.5	105.89	107.38	199.85	98.73	208.38	102.97	159.9	140.04	119.26	154.42	171.45
TIMD4	91937	13.32	34.75	7.34	3.72	4.06	16.15	1.89	34.02	2.61	2.68	126.12	1.95	14.89	22.92	2.18	0	9.48	3	0
FMN1	342184	121.79	46.84	66.65	88.26	68.55	48.52	81.14	40.64	25.91	49.56	52.08	58.71	87.03	44.25	12.74	25.17	208.38	41.52	40.07
CA11	770	480.04	73.54	808	325.29	521.76	723.08	454.09	169.07	155.5	211.31	194.36	412	376.41	555.41	217.27	71.5	232.94	176.29	275.28
